CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Age Group,Group,Member,Travelling_Solo,Group_size,Cabin_Deck,Cabin_Side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Total Expenditure,No Spending,Expenditure Category,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
1,4.0,0.0,0.0,0.0,0.0,0.0,True,0,44,2,0,3,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
1,21.0,0.0,0.0,0.0,0.0,0.0,True,3,44,3,0,3,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
0,21.0,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,False,3,45,1,0,2,5,0,1,0,0,0,0,0,7.102499355774649,0,2,0,0,1,0,0,1
1,19.0,0.0,0.0,0.0,0.0,0.0,True,3,45,2,0,2,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,35.0,6.673297967767654,0.0,0.0,5.808169789635105,0.0,False,5,50,1,1,1,4,1,1,0,0,0,0,0,6.673297967767654,0,2,1,0,0,1,0,0
0,56.0,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,False,6,51,1,1,1,4,1,1,0,0,0,0,0,7.389563953677635,0,0,1,0,0,0,0,1
0,23.38744113029827,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,False,3,52,1,1,1,6,1,1,0,0,0,0,0,8.453187861440325,0,0,1,0,0,0,0,1
0,25.0,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,True,3,53,1,1,1,5,1,1,0,0,0,0,0,7.570443252057374,0,0,1,0,0,0,0,1
0,2.0,0.0,0.0,0.0,0.0,0.0,True,0,56,1,0,3,0,1,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,38.0,0.0,0.0,0.0,0.0,0.0,True,5,56,2,0,3,0,1,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,27.0,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,True,4,56,3,0,3,0,1,1,0,0,0,0,0,8.422442854870427,0,0,0,1,0,0,0,1
1,36.0,0.0,0.0,0.0,0.0,0.0,False,5,58,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
0,22.0,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,False,3,61,1,1,1,5,1,1,0,0,0,0,0,7.889084407035514,0,0,1,0,0,0,0,1
0,62.0,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,False,6,62,1,1,1,5,1,1,0,0,0,0,0,6.453624998892692,0,1,1,0,0,0,0,1
1,15.0,0.0,0.0,0.0,0.0,0.0,True,2,64,1,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,33.0,0.0,0.0,0.0,0.0,0.0,True,5,64,2,0,2,4,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,62.0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,False,6,66,1,1,1,6,0,1,0,0,0,0,0,6.699500340161678,0,2,1,0,0,0,0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,True,0,67,1,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
0,18.0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,True,2,67,2,0,3,6,1,1,0,0,0,0,0,6.559615237493242,0,1,1,0,0,0,0,1
0,21.0,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,False,3,67,3,0,3,5,1,1,0,0,0,0,0,7.60489448081162,0,0,1,0,0,1,0,0
0,29.693693693693692,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,False,3,68,1,1,1,4,1,1,0,0,0,0,0,6.955592608396297,0,2,0,0,1,0,0,1
0,42.0,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,True,5,69,1,1,1,5,1,1,0,0,0,0,0,6.805722553416985,0,2,1,0,0,0,0,1
0,19.0,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,False,3,70,1,1,1,5,0,1,0,0,0,0,0,6.827629234502852,0,2,1,0,0,0,0,1
0,17.0,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,False,2,71,1,1,1,5,0,1,0,0,0,0,0,7.711548979629146,0,0,1,0,0,0,0,1
0,14.0,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,False,2,72,1,1,1,5,1,1,0,0,0,0,0,6.970730078143525,0,2,1,0,0,0,0,1
0,37.0,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,False,5,73,1,1,1,3,0,1,0,0,0,0,0,6.779921907472252,0,2,0,0,1,0,1,0
0,42.0,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,True,5,74,1,1,1,2,1,1,0,0,0,0,0,9.094368195723762,0,0,0,1,0,0,0,1
0,27.0,4.997212273764115,0.0,6.926577033222725,0.0,0.0,True,4,76,1,1,1,5,1,1,0,0,0,0,0,7.061334366910438,0,2,0,0,1,0,0,1
0,28.0,2.70805020110221,0.0,7.16703787691222,0.0,0.0,True,4,77,1,1,1,5,0,1,0,0,0,0,0,7.177782416195197,0,2,0,0,1,0,0,1
0,38.0,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,False,5,78,1,1,1,2,1,1,0,0,0,0,0,9.668777364850452,0,0,0,1,0,0,0,1
1,13.0,0.0,0.0,0.0,0.0,0.0,False,2,81,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,42.0,8.91018077801329,0.0,0.0,0.0,0.0,False,5,82,1,0,3,5,0,1,0,0,0,0,0,8.91018077801329,0,0,0,0,1,0,0,1
1,2.0,0.0,0.0,0.0,0.0,0.0,True,0,82,2,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,8.0,0.0,0.0,0.0,0.0,0.0,True,1,82,3,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,24.0,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,True,3,84,1,1,1,6,1,1,0,0,0,0,0,6.559615237493242,0,1,1,0,0,0,0,1
1,40.0,0.0,0.0,0.0,0.0,0.0,True,5,85,1,1,1,2,1,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,43.0,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,False,5,86,1,1,1,5,0,1,0,0,0,0,0,7.217443431696533,0,2,1,0,0,0,0,1
1,45.0,0.0,0.0,0.0,0.0,0.0,True,5,88,1,1,1,4,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,1,0
1,35.0,0.0,0.0,0.0,0.0,0.0,True,5,90,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,26.0,0.6931471805599453,0.0,0.0,0.0,0.0,True,4,91,1,0,2,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,27.0,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,False,4,91,2,0,2,5,1,1,0,0,0,0,0,6.822197390620491,0,2,1,0,0,0,0,1
0,19.0,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,False,3,92,1,0,3,6,0,1,0,0,0,0,0,6.559615237493242,0,1,1,0,0,0,0,1
1,0.0,0.0,0.0,5.817111159963204,0.0,0.0,True,0,92,2,0,3,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,3.0,0.0,0.0,0.0,0.0,0.0,True,0,92,3,0,3,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,54.0,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,False,6,97,1,1,1,0,1,1,0,0,0,0,0,7.522400231387125,0,0,0,1,0,0,0,1
0,26.0,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,False,4,98,1,0,2,6,0,1,0,0,0,0,0,6.795705775173514,0,2,1,0,0,0,0,1
0,26.0,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,True,4,98,2,0,2,6,0,1,0,0,0,0,0,8.257385655730436,0,0,1,0,0,0,0,1
0,23.0,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,False,3,99,1,0,2,5,0,1,0,0,0,0,0,7.171656822768514,0,2,1,0,0,0,1,0
0,2.0,0.0,0.0,0.0,0.0,0.0,True,0,99,2,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,31.0,0.0,0.0,0.0,0.0,0.0,True,4,101,1,1,1,5,1,0,1,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,18.0,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,False,2,102,1,1,1,5,1,1,0,0,0,0,0,6.826545223556594,0,2,1,0,0,0,0,1
0,24.0,0.0,0.0,0.0,0.0,2.8903717578961645,True,3,103,1,0,3,5,1,1,0,0,0,0,0,2.8903717578961645,0,1,1,0,0,0,0,1
1,9.0,0.0,0.0,0.0,0.0,0.0,True,1,103,2,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
1,6.0,0.0,0.0,0.0,0.0,0.0,False,1,103,3,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,27.0,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,False,4,105,1,1,1,5,0,1,0,0,0,0,0,6.556778356158042,0,1,1,0,0,0,0,1
0,21.0,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,False,3,107,1,1,1,3,1,1,0,0,0,0,0,7.476472381163905,0,0,0,0,1,0,0,1
1,23.0,0.0,0.0,0.0,0.0,0.0,False,3,108,1,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,31.0,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,False,4,108,2,0,3,6,1,1,0,0,0,0,0,6.790097235513905,0,2,1,0,0,0,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,108,3,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,32.0,0.0,6.018593214496234,1.9459101490553132,8.276394704863307,6.639875833826536,False,4,110,1,0,4,5,1,0,1,0,0,0,0,8.53895468319775,0,0,0,1,0,0,0,1
0,40.0,0.0,5.805134968916488,0.0,0.0,7.431299675155903,False,5,110,2,0,4,1,0,1,0,0,0,0,0,7.610357618312838,0,0,0,1,0,0,0,1
0,42.0,7.700747794511798,9.343033913701648,0.0,7.533158807455563,6.100318952020064,True,5,110,3,0,4,1,0,1,0,0,0,0,0,9.676649685633647,0,0,0,1,0,0,0,1
1,28.0,0.0,0.0,0.0,0.0,0.0,True,4,110,4,0,4,1,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,29.0,0.0,0.0,0.0,0.0,0.0,True,4,111,1,1,1,4,1,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,48.0,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,True,5,112,1,1,1,1,1,1,0,0,0,0,0,7.884199933676039,0,0,0,1,0,1,0,0
0,64.0,0.0,0.0,6.690842277418564,0.0,0.0,True,6,113,1,1,1,5,0,1,0,0,0,0,0,6.690842277418564,0,2,1,0,0,0,0,1
0,27.0,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,False,4,114,1,1,1,6,1,1,0,0,0,0,0,6.811244378601294,0,2,1,0,0,0,0,1
0,26.0,0.0,0.0,0.0,0.0,4.938879565901697,True,4,115,1,1,1,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,33.0,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,True,5,116,1,1,1,3,0,1,0,0,0,0,0,7.878912912297133,0,0,0,1,0,0,0,1
0,39.0,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,False,5,119,1,0,2,0,0,1,0,0,0,0,0,9.138629524422182,0,0,0,1,0,0,0,1
1,13.0,0.0,0.0,0.0,0.0,0.0,True,2,119,2,0,2,0,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,24.0,0.0,0.0,0.0,0.0,4.938879565901697,True,3,120,1,1,1,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,29.0,0.0,0.0,0.0,6.551080335043404,4.31748811353631,False,4,122,1,1,1,6,1,1,0,0,0,0,0,6.651571873589727,0,2,1,0,0,0,0,1
0,18.0,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,False,2,123,1,1,1,5,0,1,0,0,0,0,0,6.555356891810665,0,1,1,0,0,0,0,1
1,67.0,0.0,0.0,0.0,0.0,0.0,True,6,126,1,1,1,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,35.0,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,False,5,127,1,1,1,4,1,1,0,0,0,0,0,6.930494765951626,0,2,0,0,1,0,0,1
0,61.0,7.763871287820222,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,False,6,128,1,0,2,3,1,1,0,0,0,0,0,8.011355109161286,0,0,0,0,1,0,0,1
0,45.0,7.651595573857601,1.9459101490553132,0.0,0.0,0.0,False,5,128,2,0,2,4,1,1,0,0,0,0,0,7.6544432264701125,0,0,0,0,1,0,0,1
1,22.0,0.0,0.0,4.122059130716357,0.0,0.0,True,3,129,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,19.0,0.0,0.0,0.0,0.0,0.0,True,3,133,1,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,36.0,7.915348169263078,0.0,0.0,0.0,0.0,False,5,133,2,0,2,3,1,1,0,0,0,0,0,7.915348169263078,0,0,0,0,1,0,0,1
0,19.0,0.0,2.70805020110221,6.594413459749778,0.0,0.0,True,3,134,1,1,1,6,0,1,0,0,0,0,0,6.61338421837956,0,2,1,0,0,0,0,1
0,47.0,4.584967478670572,6.037870919922137,4.844187086458591,3.258096538021482,4.02535169073515,False,5,136,1,1,1,6,1,1,0,0,0,0,0,6.582025138892826,0,2,1,0,0,0,1,0
1,13.0,0.0,0.0,0.0,0.0,0.0,True,2,138,1,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,34.0,0.0,3.1354942159291497,0.0,6.336825731146441,5.337538079701318,False,5,138,2,0,2,4,0,1,0,0,0,0,0,6.677083461247136,0,2,1,0,0,0,0,1
1,35.0,0.0,0.0,0.0,0.0,0.0,True,5,139,1,1,1,2,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,24.0,0.0,0.0,0.0,0.0,0.0,True,3,140,1,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,26.0,6.089044875446846,0.0,0.0,0.0,6.137727054086234,False,4,140,2,0,2,5,0,1,0,0,0,0,0,6.805722553416985,0,2,1,0,0,0,0,1
0,31.0,5.685752918414746,0.0,4.584967478670572,0.0,0.0,False,4,141,1,1,1,5,0,1,0,0,0,0,0,4.584967478670572,0,1,0,0,1,0,0,1
0,20.0,0.0,6.042632833682381,5.351858133476067,0.0,0.0,True,3,144,1,1,1,5,1,1,0,0,0,0,0,6.447305862541213,0,1,1,0,0,0,0,1
0,56.0,0.0,0.0,0.0,0.0,0.0,False,6,146,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,50.0,0.0,0.0,0.0,0.0,0.0,True,5,147,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,42.0,6.9782137426306985,0.0,2.3978952727983707,0.0,4.343805421853684,False,5,148,1,1,1,5,0,1,0,0,0,0,0,7.055312843339752,0,2,0,0,1,0,0,1
1,23.38744113029827,0.0,0.0,0.0,0.0,0.0,True,3,149,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
1,38.0,0.0,0.0,0.0,0.0,0.0,False,5,151,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
0,41.0,0.0,0.0,0.0,0.0,6.410174881966167,False,5,152,1,1,1,5,0,1,0,0,0,0,0,6.410174881966167,0,1,1,0,0,0,0,1
0,22.0,8.323608442343572,0.0,0.0,0.0,4.127134385045092,False,3,160,1,1,1,6,0,1,0,0,0,0,0,8.338305731356565,0,0,1,0,0,0,0,1
1,26.0,0.0,0.0,0.0,0.0,0.0,True,4,163,1,0,2,1,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,17.0,0.0,0.0,0.0,0.0,0.0,True,2,163,2,0,2,1,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,57.0,3.9318256327243257,7.4318919168078,0.0,0.0,4.912654885736052,True,6,164,1,0,2,6,1,1,0,0,0,0,0,7.535830462798367,0,0,1,0,0,0,0,1
1,17.0,0.0,0.0,0.0,0.0,0.0,False,2,164,2,0,2,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,35.0,0.0,0.0,0.0,0.0,0.0,True,5,165,1,1,1,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,13.0,0.0,0.0,0.0,0.0,0.0,True,2,167,1,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,27.0,7.2196420401307355,0.0,3.8918202981106265,3.1354942159291497,4.927253685157205,False,4,167,2,0,2,5,1,1,0,0,0,0,0,7.360739903058278,0,0,0,0,1,0,0,1
1,31.0,0.0,0.0,0.0,0.0,0.0,False,4,169,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,24.0,0.0,0.0,0.0,5.402677381872279,6.342121418721152,False,3,170,1,1,1,4,1,1,0,0,0,0,0,6.670766320845874,0,2,1,0,0,0,0,1
1,19.0,0.0,0.0,0.0,0.0,0.0,True,3,171,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,32.0,0.0,0.0,0.0,0.0,0.0,True,4,172,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,58.0,0.0,6.893656354602635,0.0,1.791759469228055,0.0,True,6,173,1,1,1,4,1,1,0,0,0,0,0,6.898714534329988,0,2,1,0,0,0,0,1
0,21.0,5.662960480135946,0.0,2.833213344056216,4.7535901911063645,5.170483995038151,False,3,174,1,1,1,5,0,1,0,0,0,0,0,6.386879319362645,0,1,1,0,0,1,0,0
0,38.0,0.0,9.24445190160495,0.6931471805599453,9.613870275449836,7.655390644826152,False,5,177,1,1,1,1,1,1,0,0,0,0,0,10.219356126832537,0,0,0,1,0,0,0,1
0,38.0,8.13593277200489,0.0,5.087596335232384,3.367295829986474,4.787491742782046,False,5,178,1,1,1,3,1,1,0,0,0,0,0,8.222285073872717,0,0,0,0,1,0,0,1
0,19.0,0.6931471805599453,5.393627546352362,6.513230110912307,1.0986122886681098,2.4849066497880004,True,3,179,1,0,3,6,0,1,0,0,0,0,0,6.810142450115136,0,2,1,0,0,0,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,179,2,0,3,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,3.0,0.0,0.0,0.0,0.0,0.0,True,0,179,3,0,3,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,20.0,0.0,0.0,1.3862943611198906,5.703782474656201,4.532599493153256,False,3,181,1,1,1,6,0,1,0,0,0,0,0,5.978885764901122,0,1,1,0,0,0,0,1
